	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
bin_286	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_287	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_288	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_289	k__Bacteria (UID2329)	174	149	89	98	50	1	0	0	0	23.61	0.11	0.0
bin_290	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	5.17	0.0	0.0
bin_291	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_292	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_293	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_294	k__Bacteria (UID203)	5449	98	58	85	13	0	0	0	0	20.69	0.0	0.0
bin_295	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_296	k__Bacteria (UID203)	5449	104	58	95	7	2	0	0	0	12.07	3.45	0.0
bin_297	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_298	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_299	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_300	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_301	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	4.31	0.0	0.0
bin_302	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_303	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_304	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_305	root (UID1)	5656	56	24	55	1	0	0	0	0	1.04	0.0	0.0
bin_306	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_307	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	7.15	0.0	0.0
bin_308	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_309	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_310	k__Bacteria (UID203)	5449	103	58	95	8	0	0	0	0	12.07	0.0	0.0
bin_311	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	5.17	0.0	0.0
bin_312	k__Bacteria (UID203)	5449	104	58	103	1	0	0	0	0	1.72	0.0	0.0
bin_313	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_314	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_315	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_316	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_317	o__Clostridiales (UID1212)	172	263	149	220	43	0	0	0	0	6.04	0.0	0.0
bin_318	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_319	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_320	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_321	k__Archaea (UID2)	207	149	107	131	18	0	0	0	0	14.95	0.0	0.0
bin_322	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_323	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_324	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_325	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_326	f__Lachnospiraceae (UID1255)	90	354	174	313	41	0	0	0	0	8.05	0.0	0.0
bin_327	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_328	k__Bacteria (UID203)	5449	104	58	84	15	5	0	0	0	7.21	0.78	20.0
bin_329	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	8.62	0.0	0.0
bin_330	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_331	k__Bacteria (UID203)	5449	98	58	92	6	0	0	0	0	10.34	0.0	0.0
bin_332	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_333	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_334	k__Bacteria (UID203)	5449	104	58	103	1	0	0	0	0	0.16	0.0	0.0
bin_335	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_336	k__Bacteria (UID203)	5449	104	58	103	1	0	0	0	0	1.72	0.0	0.0
bin_337	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_338	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_339	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_340	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_341	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_342	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_343	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_344	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_345	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_346	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_347	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_348	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_349	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_350	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_351	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	6.9	0.0	0.0
bin_352	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_353	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_354	k__Archaea (UID2)	207	149	107	143	6	0	0	0	0	5.61	0.0	0.0
bin_355	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_356	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_357	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	1.88	0.0	0.0
bin_358	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	8.62	0.0	0.0
bin_359	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	5.17	0.0	0.0
bin_360	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_361	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_362	k__Bacteria (UID203)	5449	103	57	99	4	0	0	0	0	7.02	0.0	0.0
bin_363	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_364	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	5.17	0.0	0.0
bin_365	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
